review_id,image_id,image_path_or_relative_key,image_sha256,source_dataset,source_site,source_camera_or_group,source_category_names,suggested_model1_label,suggestion_confidence,reviewer_label,reviewer_confidence,reviewer_notes,reviewer_decision,review_timestamp
seaclear-v1-review-004306,4306,Bistrina/Bluerobotics HD/700.jpg,068d985532fe2f8be7195548d20837725d94645415aa7ac4633ed255a5127d1b,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;animal_sponge;bottle_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-004387,4387,Bistrina/Bluerobotics HD/774.jpg,9f73b3d88d362009480e9d04aae3bebf5a23a52c5dbbfa96804bd1acb39e3fbe,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;animal_urchin;boot_rubber;net_plastic;tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-008127,8127,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_00395.jpg,ed77d46de23ed281928a995830706f498deb4b367c91baf9aa73a496515e3027,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic,marine_debris,medium,,,,,
seaclear-v1-review-000785,785,Bistrina/Paralenz Vaquita Gen 2/1705.jpg,dc24f6eaffe26b9229df9ac42429f99ce6b602ae0462dca894861fe4156d7422,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_sponge;bottle_glass;brick_clay;net_plastic;rope_fiber;wreckage_metal,marine_debris,medium,,,,,
seaclear-v1-review-004571,4571,Slano/Bluerobotics HD/94.jpg,931d2e9fe7d4f0efb1ba34b2df199ea6ff0ae0c56ba7cd94ac818896d35b4b42,SeaClear v1,Slano,Slano/Bluerobotics HD,brick_clay;clothing_fiber;plant;tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-001180,1180,Bistrina/Paralenz Vaquita Gen 2/2062.jpg,ffe06a134ab2b55f229b869c6b3090f8e461a6ec30eca21d8e66d3fcab98e46c,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_sponge;animal_urchin;bottle_glass;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-003409,3409,Lokrum/Bluerobotics HD/4077.jpg,79eee5a1585db3c502375e84f544e02a6bc2922ef2020cd5892761fed6276be8,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,branch_wood;rov_vehicle_leg,,none,,,,,
seaclear-v1-review-000162,162,Bistrina/Bluerobotics HD/1144.jpg,69508cdcf626009ab590efd6cb5f2aff2b7a0b70bb9368e00b449d297227fd69,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_urchin;bag_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-003203,3203,Lokrum/Bluerobotics HD/3892.jpg,1c7a88709d523755a765e2540ab3cc1683900afd7196eedcd186ab8b4770d0ea,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,bag_plastic;rov_vehicle_leg,marine_debris,medium,,,,,
seaclear-v1-review-001655,1655,Bistrina/Paralenz Vaquita Gen 2/2496.jpg,a3712ed033375360a6a0fdaed3f8c89f079cdd9ddf2a59f2bbd6d112921dd9d4,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;boot_rubber;bottle_plastic;net_plastic;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-004588,4588,Bistrina/Bluerobotics HD/955.jpg,6c434652af0c19762076d4e2e05d50ab39962d756ff1c5a5d4783faa1afc76cd,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;boot_rubber;pipe_plastic,marine_debris,medium,,,,,
seaclear-v1-review-006269,6269,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00187.jpg,e065a8d3c6dae098b926d4e03be69b335f72d67a1982f9bd7619572164d8f515,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic,marine_debris,medium,,,,,
seaclear-v1-review-001856,1856,Bistrina/Paralenz Vaquita Gen 2/2679.jpg,a0fe62d7dcae82f196c6f3940099376c8b698882681b2e8e2552327c3d95207d,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_shells,fish_or_habitat_activity,low,,,,,
seaclear-v1-review-002954,2954,Bistrina/Paralenz Vaquita Gen 2/3668.jpg,a0e58bffe96b75fd3e522b04d8ff9053d4ddab9e9a6df9213f37dfefd09e27cd,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_urchin;tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-004709,4709,Lokrum/SIP-E323CV/2021_09_15_10_17_40_Front_fixed_twice_13-22-27.jpg,aab11bf6dcc4b8d76fe34d0cb35b45907e37a529b00cd65479567edab417a5ff,SeaClear v1,Lokrum,Lokrum/SIP-E323CV,can_metal;cup_plastic,marine_debris,medium,,,,,
seaclear-v1-review-006538,6538,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00456.jpg,f6b2dc13c07daade1d1ca0cc7050844fe98a076c98f5d7bedb91c7bb1a7ad400,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-007623,7623,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01792.jpg,28c4a61f4f99b928b41a749eb1bb16fefb08b083e979ab61d051ecad789d1d59,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-002733,2733,Bistrina/Paralenz Vaquita Gen 2/3469.jpg,07dba1dd107a5f9e0e49b6a60f00b972d054f4ed4f911818a655c4b0fdff5223,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_urchin;cup_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-001756,1756,Bistrina/Paralenz Vaquita Gen 2/2588.jpg,718f8a8828a6c2b039722575fddd280cee521dd3cfcca1abab100720d6294437,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_urchin;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-003038,3038,Lokrum/Bluerobotics HD/3743.jpg,ce01f24ab6d5218a3068d0a7be953c2e887efb8e3f9ee14e6433cc906d01faab,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,bottle_plastic;can_metal,marine_debris,medium,,,,,
seaclear-v1-review-003677,3677,Jakljan/Bluerobotics HD/4318.jpg,5d8c7d92b5f37dbee55055e341eba43407ca82fbf1ff930ef60fc31f5491a0b8,SeaClear v1,Jakljan,Jakljan/Bluerobotics HD,animal_etc;bottle_glass;brick_clay,marine_debris,medium,,,,,
seaclear-v1-review-004139,4139,Bistrina/Bluerobotics HD/550.jpg,ce46a4ab69701a2280d5c6f1450663fc7359f74bb42da4ea7033b1e851ed4220,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;animal_urchin;net_plastic;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-007331,7331,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01372.jpg,e64fdf7c5aeb7fdd3d43cad05f51a010712b584aef892eded322b36fa32d11ed,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-005755,5755,Marseille/SIP-E323CV/Cam1_16_24_32_10_11_2020.mp4_00413.jpg,bf671f05d66915a566a6ccd1b085b4c3a26fcd934a4951df221867b4453521f0,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-006922,6922,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00963.jpg,ce895b7f9e0c6b43b741cb509a9009ade638c86911930bb41c049093bfc6ea71,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-004136,4136,Bistrina/Bluerobotics HD/548.jpg,fe69ce93af80fe32c5e0fd12e432ed39d7bbaa42cc2f8eeae69b71a118aeffad,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;animal_urchin;net_plastic;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-004989,4989,Bistrina/SIP-E323CV/2021_09_16_16_15_03_Front_03-57-16.jpg,5bc8b72d99d16a8493aab8ca91a3a32d0a78fd2731e14550c34a4e06f7afe82d,SeaClear v1,Bistrina,Bistrina/SIP-E323CV,animal_etc;bag_plastic;cup_plastic,marine_debris,medium,,,,,
seaclear-v1-review-000653,653,Bistrina/Bluerobotics HD/1587.jpg,858386989ff9a3c236acebc8fc923e9453b98989eab46e1abe07b3b347349ed9,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,bottle_plastic;cup_plastic;rov_cable,marine_debris,medium,,,,,
seaclear-v1-review-007937,7937,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00256.jpg,c552ec78ac25365e25a4db4b254245204044e3dba3e5a60dba7c6e8094a62946,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-008440,8440,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_01136.jpg,1ac66ecb1813363180b8f817b371e9312ae8baca8f016239d53024e8557de513,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-006260,6260,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00178.jpg,8a2f852c9b75680cc927ebac16cec001cf20f4d7130ede989ccc9c9c1ca0880d,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic,marine_debris,medium,,,,,
seaclear-v1-review-008455,8455,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_01151.jpg,15ac9718c184db780233e71aa69e9099bd481d7ffea6897d7d29bcf90b03cd82,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-003573,3573,Lokrum/Paralenz Vaquita Gen 2/4224.jpg,ca526e2ad1c930d165af36259aba668f53992a7649cd4306fe14c36edd7edf2f,SeaClear v1,Lokrum,Lokrum/Paralenz Vaquita Gen 2,animal_fish;bag_plastic;can_metal;cup_ceramic;cup_plastic;pipe_plastic;rope_fiber;sanitaries_plastic,marine_debris,medium,,,,,
seaclear-v1-review-006615,6615,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00533.jpg,11fb5cfac9505892415b3fb460f79f13619c796e4ae186cccbb7d66e3d072684,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-002895,2895,Bistrina/Paralenz Vaquita Gen 2/3614.jpg,8034f4fac8ef70f077d59a0f47a94564bc245921fba9a95d31444fcaf9958893,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_urchin;bottle_plastic;tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-000807,807,Bistrina/Paralenz Vaquita Gen 2/1725.jpg,28b11f2419f32e7811f5b45b59c1e55ca9c564a3eed588ad35b89dcc72c76d31,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_shells;animal_urchin;branch_wood;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-001625,1625,Bistrina/Paralenz Vaquita Gen 2/2466.jpg,377091435873d2242a8cffdfd47a11e0c034966dd0ea0e7630809aafbcc45387,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,net_plastic,marine_debris,medium,,,,,
seaclear-v1-review-007045,7045,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01086.jpg,be097eec3dd8efe8f5d8fcce054c77c4b229bb6c6c68d4e5ad0ae80ccb448552,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-005737,5737,Marseille/SIP-E323CV/Cam1_16_24_32_10_11_2020.mp4_00395.jpg,374be57ed4b05b656ebc8c6d6fb2783952f65b5fde69111a3c6f1d374aff581c,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-006137,6137,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00055.jpg,98e89df9164e61db9411c4b14b2418738999ea8c1ae85f72eda015f99ef0bae1,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic;tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-000738,738,Bistrina/Paralenz Vaquita Gen 2/1663.jpg,056039a0dcd03f09f57d513b144d109b28cfe8614b02b49847f3c7d20a69a4de,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_urchin;bottle_glass;brick_clay;rope_fiber;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-008539,8539,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_01235.jpg,37fd884a1d0a45acf0bb724fa47d3c9cdcfe75ce7ae7403a5987d1ed63975287,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-007817,7817,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00136.jpg,61d06a963d3453436d4199fe962d748286b6ad627fbbdd62d7b516d6e60e1ef8,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-003385,3385,Lokrum/Bluerobotics HD/4055.jpg,6f441019cee7d254dd7de9daffc924113cc6fbf0f6450e5dcf441dc0112afcf1,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,branch_wood;rov_vehicle_leg,,none,,,,,
seaclear-v1-review-007334,7334,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01375.jpg,76d69fb26883d80b4fd1f5566eca885ba9ac25f538113a5315b1159c13226a8a,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-002191,2191,Bistrina/Paralenz Vaquita Gen 2/2981.jpg,5ca1435320c80a1ab7a87fa5698b7773e1114490590e68133492e47b2396bfe3,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_shells;animal_sponge;animal_urchin;bottle_glass;can_metal;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-002132,2132,Bistrina/Paralenz Vaquita Gen 2/2928.jpg,276abdf0dcce1573a67724b2596e44faa03518c710c3c2dced6cc891382e62b8,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;bottle_glass;can_metal;net_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-008022,8022,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_01036.jpg,930d2769d17f39613bb72ce101b4b967beccbdab96a7d1936deb2cc91ec4fe7d,SeaClear v1,Marseille,Marseille/SIP-E323CV,rov_cable,unknown,low,,,,,
seaclear-v1-review-002603,2603,Bistrina/Paralenz Vaquita Gen 2/3351.jpg,2210269b782cf213a634d68df273143013d4a8714916b45047dcac036fdc5145,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_urchin;bottle_glass;bottle_plastic;brick_clay;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-007957,7957,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00276.jpg,a384faa2c83f8a453f7cae2c672157e7dfb293a295fd4f4a495fcbc2efbc671b,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-000950,950,Bistrina/Paralenz Vaquita Gen 2/1854.jpg,6836b4e36a7df87ffcf8c542cff0ad70f3c3a8770756d62474ba633556763543,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_sponge;bottle_glass;cardboard_paper;plant;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-004865,4865,Lokrum/SIP-E323CV/2021_09_15_10_17_40_Front_fixed_twice_16-56-26.jpg,701d9648c8910a7ce404174efe43921f9ee7126961e21b846ddface22dbaf42a,SeaClear v1,Lokrum,Lokrum/SIP-E323CV,clothing_fiber;snack_wrapper_plastic,marine_debris,medium,,,,,
seaclear-v1-review-001361,1361,Bistrina/Paralenz Vaquita Gen 2/2227.jpg,07e17a7de0216fb49f4080ad236824ddf508143fe838c124198f2636b8b169f3,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;bottle_glass;cable_metal;plant,marine_debris,medium,,,,,
seaclear-v1-review-007309,7309,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01350.jpg,4dba08a5014bb250bb596aa23a49866c93c53ba5c706d2a27735f63de338ad6e,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-000187,187,Bistrina/Bluerobotics HD/1167.jpg,955f96e2f7d8036e10e8bf4206bd8e8c9ce8385d6d835030e2cf09be15587ae9,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_urchin;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-001114,1114,Bistrina/Paralenz Vaquita Gen 2/2002.jpg,84918e06085ab6bf0a87ea5f11fc2fbaeefe2ff928bd6efb518d163c9b7ae655,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_urchin;bottle_glass;net_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-007852,7852,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00171.jpg,83d63657240a04d032767721ccd2a9d36b7bc6b4b43ebd5cf8ff95df9ce08012,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-004555,4555,Bistrina/Bluerobotics HD/925.jpg,a5905a1907f185aa9312a700bcc2a2fd3fd12bce2f048760c1d9c9428ea75e69,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;bottle_glass;can_metal,marine_debris,medium,,,,,
seaclear-v1-review-007822,7822,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00141.jpg,5bbaa661e5a4df1a6d22808d9951ac384add04f1757eb1d116f2e71af9dd8c93,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-005269,5269,Marseille/SIP-E323CV/Cam1_16_23_22_10_11_2020.mp4_00600.jpg,4a3ff1bc17cddefc96fd59bd90f3636d82717a488ffd98260afc91ba21d42ecd,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-002745,2745,Bistrina/Bluerobotics HD/348.jpg,e33e9e45de83acba01e7b4c559eaf86533761c9c49b6f437c85a8a36a6f97a84,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_sponge;bottle_glass;net_plastic;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-003526,3526,Lokrum/Bluerobotics HD/4182.jpg,df75d1e6928b929123838adcdc7f6f8ba2f78ed8a176b9a7686ceea1f367f52c,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,bottle_plastic;lid_plastic;rov_vehicle_leg;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-001404,1404,Bistrina/Paralenz Vaquita Gen 2/2266.jpg,e652d53e0bb417f103ec8680b72d65fe83a81644798d7fa28f803e1f0a4f8cb2,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;bottle_glass;brick_clay;cable_metal;plant,marine_debris,medium,,,,,
seaclear-v1-review-004037,4037,Jakljan/Paralenz Vaquita/4642.jpg,455ea74ea648c98c353dcb9211e591130383d74d49efbe937dd2627f17af8d95,SeaClear v1,Jakljan,Jakljan/Paralenz Vaquita,rov_bluerov;rov_cable,unknown,low,,,,,
seaclear-v1-review-002986,2986,Lokrum/Bluerobotics HD/3697.jpg,e519771cafabe26d00fc361b2625cb2380fb11174b7a1745d825db0e7415a623,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,rov_cable;rov_tortuga;rov_vehicle_leg,unknown,low,,,,,
seaclear-v1-review-004601,4601,Bistrina/Bluerobotics HD/967.jpg,943d5fbfc55b44aba968a05b2955739e83df6dfb6d406fe1a1bbc17b1349b780,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;boot_rubber;pipe_plastic,marine_debris,medium,,,,,
seaclear-v1-review-006631,6631,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00549.jpg,4c633e2120e988c9d50b493fe76e08066fb32ac90ca019cb6421ef502d4e825b,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-003549,3549,Lokrum/Paralenz Vaquita Gen 2/4202.jpg,edbd6e9ff41c9369cdbc8dd5ca616100c9aa3eb8d8db14382318d5cebe3733e6,SeaClear v1,Lokrum,Lokrum/Paralenz Vaquita Gen 2,rope_fiber;rov_cable,marine_debris,medium,,,,,
seaclear-v1-review-008540,8540,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_01236.jpg,670a3b4fb7676eb9a9ae67b2a2a0ba2ac1af793f539380afe55a603cb138ea8a,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-000731,731,Bistrina/Paralenz Vaquita Gen 2/1657.jpg,3ff5f1c086b9ace15f5fd9374ab34ce28e60ebc4b40a34ba1d0efba340461ef7,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_urchin;bottle_glass;brick_clay;can_metal,marine_debris,medium,,,,,
seaclear-v1-review-008535,8535,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_01231.jpg,04182e3a77f9571b35619cbe60a52e91e3d2bec08d27178e00acdf50cf959c84,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-001332,1332,Bistrina/Paralenz Vaquita Gen 2/2200.jpg,a24588605d81b3e7f28699f4cdd9e085885473efa400e0fd37deefc52c4a94ae,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_urchin;bottle_glass;brick_clay;cable_metal;plant,marine_debris,medium,,,,,
seaclear-v1-review-007137,7137,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01178.jpg,8c2c071010afed56eecebaef4a8d86f52076dada721d3d6bd26181bc530d6b8b,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-002907,2907,Bistrina/Paralenz Vaquita Gen 2/3625.jpg,f4bd738dcc4d6f86e3dc9c2e19810c0e59235e011eee44044bfdbd31743e4a69,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_urchin;bag_plastic,marine_debris,medium,,,,,
seaclear-v1-review-005321,5321,Marseille/SIP-E323CV/Cam1_16_23_22_10_11_2020.mp4_00652.jpg,900dce7c49afdf56c74e617bbe3d4b2333563c1e3cff8b7168973c659b9b73e4,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-005352,5352,Marseille/SIP-E323CV/Cam1_16_23_22_10_11_2020.mp4_00683.jpg,0070827735f28b116930279ef61d9824f7720253f4f9e0a6d992e4913c991d1c,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-007921,7921,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00240.jpg,e85371b024c477b41ee9324ea1cc03c71b29810c3c259bfa951e2ac424d79aa3,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-002183,2183,Bistrina/Paralenz Vaquita Gen 2/2974.jpg,54b26ba43066b20633697792329e18b462ce07c810ffb56af3cd14ffbd21b3d1,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_shells;animal_sponge;animal_urchin;bottle_glass;net_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-008194,8194,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_00462.jpg,28b878a2c8249022822b9e121786517a41800f97d61b25cebdb975a71feddfc8,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic,marine_debris,medium,,,,,
seaclear-v1-review-000981,981,Bistrina/Paralenz Vaquita Gen 2/1882.jpg,60b856b0b082a7a482dfc51c137ef58b7355b88cba891b4733254a426f399d5b,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_shells;animal_urchin;bottle_glass;brick_clay;rope_fiber;tire_rubber;unknown_instance;wreckage_metal,marine_debris,medium,,,,,
seaclear-v1-review-002405,2405,Bistrina/Paralenz Vaquita Gen 2/3173.jpg,e32cf4d2f275701c50b4d197070b6bfefea86242ce5ca34381528365ba62f9fc,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_urchin;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-005411,5411,Marseille/SIP-E323CV/Cam1_16_23_22_10_11_2020.mp4_00742.jpg,4fe0ba57d523dc683146329e3974f987d7286912115c013efbbcc51a81097215,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-001376,1376,Bistrina/Paralenz Vaquita Gen 2/2240.jpg,b80d2ba102f8714cf9c4cf441231d238fae59c92d8d4c5958a75675821c8d34c,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;bottle_glass;cable_metal;plant,marine_debris,medium,,,,,
seaclear-v1-review-002652,2652,Bistrina/Paralenz Vaquita Gen 2/3396.jpg,f7c520dae693afbbd7deb62622114ab0925c96cc4b247e135e6c9fe8c8a115c6,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_sponge;animal_urchin;bottle_glass;can_metal,marine_debris,medium,,,,,
seaclear-v1-review-006426,6426,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00344.jpg,a76a8820bb534c2ccb45761bc56bdc1b4642609173bc87bfcb0d6460ff9c352f,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-000801,801,Slano/Bluerobotics HD/172.jpg,f83d6e6b8fe0937e11cb5d266db5ac5f6a4d29e78dc27a861d02bcaf0b845ab9,SeaClear v1,Slano,Slano/Bluerobotics HD,bottle_plastic;jar_glass,marine_debris,medium,,,,,
seaclear-v1-review-008043,8043,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_01057.jpg,b1cd21e083edd7302966d313dae007e9c95e73651d3be02b45e1a90ecd13c525,SeaClear v1,Marseille,Marseille/SIP-E323CV,rov_cable,unknown,low,,,,,
seaclear-v1-review-003057,3057,Lokrum/Bluerobotics HD/3760.jpg,f6e673e39a22ad5f056fe09759c38f258b8e3f351f60b5cb0f60e0a773b355ba,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,bottle_plastic;can_metal,marine_debris,medium,,,,,
seaclear-v1-review-006784,6784,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00702.jpg,1f9911d94a8c3f10cc6d0a6f55bfd90542405d59e292865b27f31f176de731fb,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
