timestamp_s,mission_id,duty,depth_m,depth_error_m,speed_mps,vertical_speed_mps,roll_deg,pitch_deg,yaw_rate_dps,current_a,voltage_v,thruster_cmd_mean,thruster_response_ratio,imu_depth_disagreement_m,dvl_quality,temperature_c,label
71.4,sim-0003,station_keeping,35.25439,-0.06657,0.41255,0.0388,-1.68659,-1.12367,1.9627,26.18349,47.60291,0.46926,0.75391,0.09362,0.99378,38.59966,hydrodynamic_drag
90.1,sim-0004,pipeline_tracking,67.7744,-0.03871,0.5434,0.02986,-1.21855,-1.79683,10.60116,28.38574,47.28449,0.43832,0.54409,0.01146,0.95798,31.14536,thruster_degradation
79.9,sim-0003,pipeline_tracking,71.60394,-0.00462,0.42753,-0.00248,-4.78265,-0.83101,3.41283,23.77107,46.7349,0.54231,0.72107,0.03729,0.94044,30.09526,hydrodynamic_drag
14.1,sim-0000,station_keeping,10.84885,0.23814,0.45909,-0.01684,0.31228,-0.76218,-8.15059,23.90539,47.941,0.33272,0.53766,0.07113,0.95592,25.63304,thruster_degradation
34.9,sim-0001,pipeline_tracking,27.99675,0.11145,0.18354,0.01159,3.6462,0.02987,-0.76228,31.4661,48.00719,0.56071,0.62645,0.07562,0.93471,26.44443,hydrodynamic_drag
98.2,sim-0004,pipeline_tracking,50.33305,-1.85428,0.79367,-0.24266,-0.15138,8.68933,0.63461,17.06873,47.06263,0.52946,1.01889,0.02713,0.9708,32.75093,buoyancy_imbalance
17.4,sim-0000,station_keeping,78.42128,0.16489,0.24261,0.00369,-3.00797,-1.32172,1.23936,24.57928,47.18891,0.37216,0.87364,0.07486,0.94469,31.8354,hydrodynamic_drag
13.1,sim-0000,target_waypoint,6.23108,0.18546,0.35205,-0.1066,0.53809,2.07666,10.61031,25.2893,48.0132,0.27633,0.55725,0.03304,0.93005,33.1647,thruster_degradation
54.8,sim-0002,target_waypoint,13.94191,-0.83745,0.66632,-0.01418,0.648,-0.04169,0.79748,16.14591,46.61603,0.17273,0.91849,2.41069,0.56663,31.02259,sensor_drift
49.4,sim-0002,target_waypoint,77.89637,-0.01165,0.40668,0.07684,-1.69796,0.04624,-0.78683,22.94808,46.94846,0.54369,0.81106,0.03668,0.91871,29.72557,hydrodynamic_drag
3.0,sim-0000,station_keeping,5.58476,0.03588,0.72646,-0.0281,-1.35235,0.37201,3.0386,18.14131,47.19866,0.29838,0.93374,0.09869,0.98877,32.39988,nominal
94.5,sim-0004,station_keeping,74.05283,0.13659,0.96027,0.00687,0.71514,1.82703,-3.37047,17.33072,46.88032,0.49854,0.98909,0.06677,0.94554,31.73949,nominal
91.1,sim-0004,target_waypoint,66.21053,-0.15108,0.25391,-0.02689,-0.48886,-1.78731,11.80899,27.3127,47.11234,0.28912,0.64862,0.06965,0.9381,35.10799,thruster_degradation
44.4,sim-0002,station_keeping,25.33546,0.17268,0.27555,-0.00947,-1.25172,-0.81396,0.25891,20.99546,48.28809,0.46678,0.766,0.02646,0.91236,30.03709,hydrodynamic_drag
97.3,sim-0004,pipeline_tracking,9.64836,0.10959,0.82099,-0.00309,2.5674,0.22977,0.86468,16.6362,47.42612,0.56346,0.97844,1.31159,0.73635,34.12666,sensor_drift
33.4,sim-0001,pipeline_tracking,16.17477,-0.04526,0.30658,-0.00628,-6.29877,1.67986,2.93882,22.0254,47.63194,0.53924,0.70813,0.04821,0.90419,32.04604,hydrodynamic_drag
4.7,sim-0000,target_waypoint,15.81064,2.21592,0.80788,0.35685,1.87163,15.8898,3.5591,20.8336,47.77769,0.48752,1.03383,0.01718,1.0,33.37049,buoyancy_imbalance
32.3,sim-0001,target_waypoint,21.50947,-0.37332,0.73054,-0.06517,0.96879,0.69676,-0.86199,19.21797,47.72939,0.49168,1.00599,0.76683,0.58642,34.56209,sensor_drift
75.9,sim-0003,station_keeping,31.81784,-0.04951,0.29423,-0.0087,2.08739,-0.29082,-0.62789,27.91021,47.10119,0.49865,0.67392,0.03709,0.96865,31.93271,hydrodynamic_drag
11.5,sim-0000,pipeline_tracking,43.8185,-0.04069,0.476,-0.00885,0.7277,-0.86591,-0.35059,18.67014,48.47527,0.57619,1.00074,0.08377,0.95462,27.80926,nominal
51.1,sim-0002,pipeline_tracking,9.9675,0.05405,0.23672,-0.05262,0.96207,0.17133,4.70094,27.30957,46.8112,0.34516,0.43718,0.09131,0.93338,30.41203,thruster_degradation
34.0,sim-0001,pipeline_tracking,19.19261,0.04904,0.52064,-0.08357,0.13198,-0.51086,2.51294,14.39217,47.53041,0.5195,1.03116,0.06677,0.96783,28.29076,nominal
59.5,sim-0002,pipeline_tracking,41.86639,0.11519,0.83819,0.04603,0.76505,-0.13921,-1.36912,15.65895,47.73295,0.31135,0.93457,0.10184,0.95474,27.7939,nominal
52.7,sim-0002,target_waypoint,6.94795,2.63197,0.68903,0.29657,2.09293,7.63702,1.30635,15.75969,47.47597,0.35782,0.99187,0.09002,0.89389,32.62671,buoyancy_imbalance
6.3,sim-0000,station_keeping,59.16113,0.36052,0.60191,-0.03523,1.26546,0.4071,2.84494,18.16965,47.73618,0.55559,0.94233,2.74528,0.15456,33.03871,sensor_drift
79.1,sim-0003,target_waypoint,34.7627,-0.04144,0.52784,-0.02999,-0.55342,-0.46119,-12.96494,32.40869,47.35124,0.5207,0.42284,0.08079,0.9898,31.19944,thruster_degradation
98.4,sim-0004,station_keeping,49.47457,0.01023,0.14157,0.04714,-4.90852,-1.81747,-1.9141,28.11703,46.72778,0.30539,0.89204,0.09897,0.92021,30.70834,hydrodynamic_drag
50.6,sim-0002,target_waypoint,56.78024,0.07432,0.32191,-0.07012,0.00845,0.09053,7.55426,25.34191,46.32644,0.35377,0.64095,0.04415,0.89456,35.73128,thruster_degradation
82.2,sim-0004,station_keeping,69.52857,-2.56175,0.69234,-0.14605,0.34552,8.39094,0.77628,17.9783,46.92626,0.13319,0.95237,0.05682,0.93789,28.89953,buoyancy_imbalance
13.6,sim-0000,pipeline_tracking,37.91985,-0.24785,0.35122,0.00182,0.21265,0.94565,9.4802,26.96897,46.70742,0.36277,0.40796,0.04233,0.94642,32.39488,thruster_degradation
10.0,sim-0000,pipeline_tracking,43.90741,-0.02886,0.75222,0.03507,-0.57621,-1.25737,2.72678,17.42611,46.794,0.413,0.92498,0.05934,0.96814,28.99978,nominal
19.3,sim-0000,pipeline_tracking,32.89427,-0.00502,0.59024,0.03966,1.51757,-0.6939,-1.23639,16.29131,46.87369,0.45609,1.01737,0.90313,0.65561,34.77735,sensor_drift
8.7,sim-0000,station_keeping,75.49148,2.06225,0.8796,-0.51612,-0.23752,-12.29945,-2.34818,15.81133,47.83418,0.47919,0.97903,0.06034,0.96953,35.19351,buoyancy_imbalance
45.9,sim-0002,station_keeping,76.38368,0.10297,0.42367,-0.03402,-6.24223,0.54358,1.6452,26.30988,47.47884,0.47063,0.80928,0.01369,0.91516,34.82231,hydrodynamic_drag
1.0,sim-0000,pipeline_tracking,18.57568,0.10453,0.75936,-0.04477,0.62186,-0.23533,-2.96605,18.99649,47.47739,0.37566,0.9883,0.06708,0.9169,32.20106,nominal
27.5,sim-0001,target_waypoint,50.75778,-0.13015,0.49737,-0.02681,-0.4949,0.48182,0.1328,18.21994,47.2364,0.56944,0.9376,0.03683,0.91941,28.41529,nominal
51.0,sim-0002,station_keeping,20.71728,0.08039,0.92251,-0.08048,-0.83868,0.54788,-2.05467,16.78084,48.16082,0.5192,0.95142,0.0666,0.88551,31.48909,nominal
56.5,sim-0002,pipeline_tracking,8.84697,-0.04514,0.59261,0.01,-0.38312,0.13734,-2.72207,20.69111,46.54528,0.38624,1.01889,0.02545,1.0,29.20871,nominal
19.6,sim-0000,pipeline_tracking,27.9746,0.20886,0.49447,-0.02005,0.01895,-0.36733,14.28592,23.60403,47.72526,0.59561,0.5128,0.06862,0.95276,30.08365,thruster_degradation
45.0,sim-0002,station_keeping,40.64154,0.00949,0.46045,0.08487,1.30468,-0.46237,2.36004,16.7071,47.39867,0.39256,0.99041,0.04068,0.99029,28.31849,nominal
49.8,sim-0002,station_keeping,19.27491,-0.2229,0.39095,-0.03873,0.79641,-0.16194,-2.11638,19.49787,47.95839,0.32478,0.97098,1.03787,0.29719,24.48892,sensor_drift
8.6,sim-0000,target_waypoint,9.07841,-0.03132,0.47153,-0.0423,-1.15107,1.04272,7.27825,21.87312,47.95759,0.43732,0.42187,0.00444,0.90039,30.4437,thruster_degradation
96.7,sim-0004,pipeline_tracking,74.08795,1.68051,0.36256,0.72552,2.37403,6.47789,0.18595,14.59399,47.91658,0.51853,0.93364,0.10954,1.0,28.23776,buoyancy_imbalance
49.2,sim-0002,station_keeping,48.0363,-1.70316,1.10735,-0.20869,1.65117,13.4424,0.7626,20.23813,48.47073,0.67394,0.94826,0.02984,0.87321,31.81924,buoyancy_imbalance
12.0,sim-0000,station_keeping,8.69081,0.22717,0.72353,0.06292,-0.60183,0.11134,-2.05405,18.87676,47.19684,0.47496,0.96543,0.01619,0.93861,27.71684,nominal
30.7,sim-0001,pipeline_tracking,14.86235,-1.85118,0.34476,0.38351,0.88614,6.43343,0.27798,17.3452,46.94583,0.51569,0.88577,0.06266,0.96579,29.97535,buoyancy_imbalance
89.4,sim-0004,station_keeping,7.41018,0.03079,0.30614,-0.05202,4.38098,-1.69472,-2.31153,27.56235,47.85168,0.36634,0.8282,0.0008,0.92565,24.93496,hydrodynamic_drag
34.8,sim-0001,station_keeping,16.55967,-0.49511,0.63324,-0.01577,-2.69329,2.05639,-1.87082,14.63782,47.62243,0.56304,1.01808,1.75564,0.45783,34.12986,sensor_drift
13.7,sim-0000,target_waypoint,50.48298,1.87062,0.4492,-0.36863,-1.62849,8.75114,-0.45883,16.22163,47.34171,0.44118,0.98168,0.06307,0.93133,32.79331,buoyancy_imbalance
59.6,sim-0002,target_waypoint,21.72764,-0.11076,0.36605,0.04503,2.36032,-0.69644,15.92483,26.39664,47.21393,0.33859,0.54473,0.01556,0.90776,30.32366,thruster_degradation
95.3,sim-0004,target_waypoint,78.64811,0.1378,0.46714,0.07338,-0.76418,-0.92265,1.83037,19.08378,47.45544,0.36435,0.97243,1.04749,0.49306,28.04944,sensor_drift
32.0,sim-0001,target_waypoint,53.62782,0.09438,0.52819,0.02733,-1.93226,-0.28891,-1.27088,16.29125,47.03161,0.19894,1.01334,0.04255,0.93291,32.5037,nominal
54.9,sim-0002,station_keeping,67.33722,-0.15006,0.24915,-0.00431,-5.80168,0.42433,-1.09829,26.46355,46.72118,0.54691,0.77824,0.04827,0.90206,31.24205,hydrodynamic_drag
46.2,sim-0002,station_keeping,82.0167,2.52123,1.05705,0.27779,-0.54572,-11.39335,-0.60432,21.44266,46.88005,0.18251,0.94522,0.00452,0.99013,29.01646,buoyancy_imbalance
1.2,sim-0000,station_keeping,3.3832,-0.7806,0.33239,-0.4763,0.21531,10.06892,-1.06657,14.63607,47.65322,0.27834,0.94736,0.0519,0.9428,32.02013,buoyancy_imbalance
49.3,sim-0002,pipeline_tracking,61.91754,0.20655,0.46003,-0.02467,0.93797,-0.41096,-0.72814,15.67435,47.7243,0.1383,0.95715,1.27276,0.82,29.81302,sensor_drift
81.8,sim-0004,target_waypoint,55.76838,-0.55237,0.85225,-0.02057,0.45035,0.47858,4.26363,19.5987,47.53929,0.38198,0.97218,2.20067,0.44501,32.32435,sensor_drift
96.0,sim-0004,station_keeping,57.15854,0.0249,0.90665,0.01606,-1.39352,-1.30615,1.3208,18.9915,48.46088,0.37455,1.00899,0.04282,0.98447,35.26798,nominal
88.9,sim-0004,pipeline_tracking,45.63361,-0.11882,0.46549,0.04403,2.6193,0.92969,2.81211,30.0402,47.78063,0.71342,0.79742,0.02909,0.88159,24.51898,hydrodynamic_drag
61.2,sim-0003,station_keeping,42.94008,-0.73084,0.28383,0.48253,1.63802,12.04949,3.56776,16.60071,47.26985,0.2199,0.93228,0.03493,0.95474,26.57378,buoyancy_imbalance
50.5,sim-0002,pipeline_tracking,35.48895,0.02918,0.49389,0.0211,-1.65522,0.03213,2.08242,15.28262,47.51125,0.22553,0.95684,0.01544,0.97498,27.52556,nominal
85.2,sim-0004,station_keeping,52.40772,-1.5069,0.77465,-0.33963,0.11845,9.71164,-1.51918,14.67348,47.63197,0.43187,0.95059,0.04727,0.95101,27.13961,buoyancy_imbalance
42.2,sim-0002,target_waypoint,45.27635,1.93262,0.59486,0.49772,0.1757,16.73249,-0.62403,17.73096,46.73866,0.79875,0.95511,0.03187,0.96356,31.80998,buoyancy_imbalance
12.6,sim-0000,station_keeping,79.45427,0.01775,0.26699,0.00249,1.18977,-0.46121,-7.08077,25.99322,48.09602,0.57968,0.43605,0.00281,0.96014,31.85591,thruster_degradation
17.6,sim-0000,target_waypoint,21.84788,-0.06092,0.27636,0.04299,0.19387,-0.2534,-16.06924,23.39365,46.2165,0.30677,0.52461,0.11832,0.84736,33.3041,thruster_degradation
63.1,sim-0003,pipeline_tracking,56.35205,0.18658,0.30939,0.04083,-0.63448,2.12669,-7.34456,24.62264,47.44151,0.50061,0.68737,0.09439,0.909,29.40318,thruster_degradation
55.4,sim-0002,target_waypoint,62.29778,-0.13751,0.4502,0.01579,0.83467,3.94653,0.87163,28.29206,47.80719,0.52779,0.87079,0.05549,0.96153,27.04592,hydrodynamic_drag
12.1,sim-0000,pipeline_tracking,50.73547,-0.12,0.22108,0.00548,1.51864,0.06313,-8.12917,23.97146,47.28678,0.86096,0.53218,0.05689,0.90671,26.17291,thruster_degradation
2.6,sim-0000,target_waypoint,61.03471,-0.10032,0.42705,-0.03064,0.23904,-1.36079,10.02889,27.07485,47.41701,0.38033,0.42446,0.11349,0.96,31.8319,thruster_degradation
38.5,sim-0001,pipeline_tracking,77.10043,-0.09833,0.36007,0.02066,0.3383,0.80243,3.42821,17.52742,47.19549,0.6381,0.97672,0.06594,0.96353,34.24263,nominal
59.8,sim-0002,pipeline_tracking,62.04857,-0.60813,0.80695,-0.03772,0.8175,-2.12926,2.62359,17.59222,48.30171,0.34163,1.02463,1.09333,0.4322,29.37389,sensor_drift
75.3,sim-0003,station_keeping,34.83815,-0.02696,0.44973,0.06785,1.2562,0.29835,0.07398,19.02145,47.72097,0.48878,0.95671,1.51645,0.55978,28.51091,sensor_drift
70.2,sim-0003,station_keeping,41.89655,-2.70966,0.79625,-0.25125,1.17171,9.59597,3.53559,19.32978,48.07438,0.31654,0.94831,0.04671,0.89732,34.37319,buoyancy_imbalance
53.2,sim-0002,pipeline_tracking,53.14369,-0.99095,0.4099,-0.50764,0.81461,7.88639,-3.71371,23.86845,47.45944,0.47175,0.94343,0.04635,0.97943,33.83308,buoyancy_imbalance
86.0,sim-0004,target_waypoint,25.40436,0.13954,0.6722,-0.03424,0.34379,0.99442,2.69742,16.85435,47.58637,0.25089,1.00987,0.02765,0.89256,28.86173,nominal
97.6,sim-0004,pipeline_tracking,10.48102,-0.18622,0.27042,-0.03345,-0.64425,0.33596,17.75036,25.18784,47.54556,0.68838,0.37205,0.00786,0.95655,29.90224,thruster_degradation
10.5,sim-0000,station_keeping,74.4953,-0.06727,0.82051,-0.03462,-1.13478,0.49446,-0.68824,16.24446,47.48944,0.52531,0.94075,0.04401,0.88258,30.90095,nominal
39.3,sim-0001,station_keeping,31.67855,0.03454,0.56636,0.03542,3.02858,0.01662,-0.22827,19.26629,47.01206,0.46036,0.99088,1.17772,0.6091,27.36134,sensor_drift
62.7,sim-0003,station_keeping,33.77428,1.72021,0.47071,0.3556,-1.53878,5.06602,2.47567,16.37991,47.70866,0.54891,0.97903,0.08632,0.9089,34.69667,buoyancy_imbalance
54.2,sim-0002,target_waypoint,55.07269,0.81625,0.80691,-0.25818,-0.10298,-13.55738,-0.14531,19.83715,48.0548,0.56899,1.00584,0.01319,0.93749,28.97166,buoyancy_imbalance
34.4,sim-0001,target_waypoint,20.52446,-0.03413,0.12124,-0.00181,0.73169,-1.47358,-1.82749,18.65428,47.94816,0.298,0.89358,0.01023,0.8627,34.31412,hydrodynamic_drag
9.5,sim-0000,target_waypoint,53.57744,-0.14632,0.69103,0.02739,-1.044,1.43086,-2.17119,18.18261,47.02452,0.3324,0.9966,0.06514,0.98774,34.18134,nominal
78.1,sim-0003,pipeline_tracking,75.25337,0.05124,0.58393,0.07705,0.22932,0.23292,-3.25008,27.89547,47.63531,0.42188,0.26414,0.03053,0.93731,31.62786,thruster_degradation
52.9,sim-0002,pipeline_tracking,37.29487,0.05088,0.30381,-0.04371,5.40755,0.32724,0.71142,24.01191,46.89129,0.63527,0.79122,0.07815,0.91448,28.92254,hydrodynamic_drag
46.9,sim-0002,pipeline_tracking,67.92733,-0.03884,0.36222,-0.00907,-6.15502,-0.12207,5.30242,26.44096,47.10606,0.32798,0.74444,0.04071,0.93134,31.4476,hydrodynamic_drag
63.9,sim-0003,station_keeping,28.10066,-0.05025,0.19156,-0.00997,-0.7355,-1.08583,-3.64537,26.70922,46.42188,0.57923,0.88569,0.07594,0.90469,30.44867,hydrodynamic_drag
91.6,sim-0004,pipeline_tracking,37.74862,-0.0301,0.75409,0.01202,-1.59687,-0.03662,8.96962,27.09949,48.40948,0.52947,0.40491,0.0689,0.915,32.3803,thruster_degradation
47.9,sim-0002,target_waypoint,13.59806,-0.00594,0.19055,0.05064,4.95966,0.62913,3.09582,25.46304,47.50382,0.67178,0.64859,0.02856,1.0,30.53655,hydrodynamic_drag
4.1,sim-0000,target_waypoint,11.0227,0.08186,0.60155,-0.02028,-2.62239,-1.34031,-6.24266,28.06945,47.48248,0.51982,0.55198,0.01056,0.88835,25.56011,thruster_degradation
25.5,sim-0001,station_keeping,57.31697,0.01603,0.5598,0.01383,3.37382,0.48408,-3.26446,18.80826,46.995,0.55507,1.02011,0.03817,0.95674,33.7801,nominal
31.7,sim-0001,target_waypoint,19.40596,-2.30095,0.91399,-0.38407,-0.23487,-14.16159,2.31717,16.31833,47.53324,0.68231,1.01933,0.05446,1.0,27.86371,buoyancy_imbalance
58.7,sim-0002,target_waypoint,65.41257,2.69155,0.94761,-0.33107,0.606,7.33378,-0.21352,20.78808,48.2459,0.38192,0.97646,0.05657,0.88437,32.91792,buoyancy_imbalance
35.1,sim-0001,station_keeping,78.40891,0.11352,0.4497,-0.09489,0.55772,0.99549,8.62535,30.44659,47.78348,0.36166,0.49748,0.08659,0.87194,31.02854,thruster_degradation
19.7,sim-0000,target_waypoint,58.72091,2.28833,0.46336,0.30436,0.54712,-15.10129,2.16699,20.62003,48.45794,0.4488,1.03124,0.09672,0.88841,31.42283,buoyancy_imbalance
75.4,sim-0003,pipeline_tracking,33.3728,-0.09599,0.36153,0.04599,1.48944,-0.7314,-0.43929,24.87758,47.37365,0.48193,0.91975,0.05796,0.91574,25.32283,hydrodynamic_drag
26.2,sim-0001,pipeline_tracking,76.93122,2.54406,0.63819,0.34422,-1.14208,-6.55185,-0.84631,11.79112,47.00229,0.38431,0.99964,0.04877,0.93119,33.01967,buoyancy_imbalance
88.3,sim-0004,pipeline_tracking,14.22996,0.4338,0.54686,0.08063,-0.44338,-0.97037,0.78466,20.81616,48.23641,0.51065,0.96303,1.14899,0.73774,31.55438,sensor_drift
63.3,sim-0003,station_keeping,52.31536,-0.07697,0.82253,0.03008,1.81993,-0.35103,-3.24305,22.26438,48.02714,0.72279,0.9565,2.35651,0.33122,28.20794,sensor_drift
89.6,sim-0004,target_waypoint,30.48376,0.12031,0.51959,-0.08055,1.08226,-1.12375,-4.71155,24.16741,47.62978,0.2824,0.45054,0.11953,1.0,29.21641,thruster_degradation
36.8,sim-0001,target_waypoint,29.6444,-1.09669,0.45259,-0.00379,-1.31479,0.38677,0.11188,16.04611,46.95215,0.4993,0.95169,0.98932,0.54867,30.51559,sensor_drift
31.1,sim-0001,target_waypoint,71.96962,-0.1265,0.33806,-0.03241,-2.75467,0.5803,-10.23543,22.25118,47.41293,0.62572,0.68134,0.01578,0.92942,32.59707,thruster_degradation
43.5,sim-0002,station_keeping,6.38454,-0.05195,0.45665,0.00662,0.41988,0.95413,-0.37655,18.34352,48.22985,0.52358,0.97513,0.02865,0.93715,32.96274,nominal
71.7,sim-0003,station_keeping,14.518,-1.03528,0.45886,0.28992,-0.51868,10.25145,-2.13161,17.20015,48.26099,0.45756,1.04866,0.00444,0.9284,29.55191,buoyancy_imbalance
32.7,sim-0001,station_keeping,24.67663,2.39776,0.62344,-0.64242,-0.33534,4.93202,1.12561,19.36437,47.36922,0.43114,0.94039,0.05378,0.91715,25.32664,buoyancy_imbalance
28.5,sim-0001,station_keeping,57.50841,-0.20881,0.80454,-0.00357,1.56723,-1.96321,-3.2006,16.05949,47.11467,0.45857,0.92928,0.07587,0.86247,31.26929,nominal
58.8,sim-0002,station_keeping,56.99809,0.03151,0.7998,-0.04357,1.9145,-0.85139,2.3439,20.74419,48.00141,0.76198,1.00523,1.58673,0.26336,27.64465,sensor_drift
52.6,sim-0002,pipeline_tracking,12.55226,-0.14982,0.69065,-0.08662,-1.25996,1.7202,6.80244,26.53852,46.96236,0.28628,0.45895,0.10049,0.94957,27.50197,thruster_degradation
24.3,sim-0001,station_keeping,28.76524,-0.66866,0.82691,0.0316,-0.38472,0.60536,0.1264,21.80034,46.54921,0.53781,1.01351,2.09736,0.31445,31.5319,sensor_drift
36.4,sim-0001,pipeline_tracking,13.23434,-0.0587,0.35447,-0.0377,4.15046,-0.60295,-0.01499,24.92298,47.25303,0.51641,0.68238,0.1326,0.91155,31.85308,hydrodynamic_drag
72.2,sim-0003,target_waypoint,28.87423,-1.43994,0.64143,-0.29509,-0.09885,-11.22844,-2.83866,19.0173,47.8777,0.18898,1.01798,0.00691,0.96076,31.22669,buoyancy_imbalance
29.5,sim-0001,pipeline_tracking,73.23255,-0.14494,0.82513,-0.04032,-1.82265,0.97483,-1.48017,20.45367,47.60734,0.38734,1.00128,0.07856,1.0,29.75912,nominal
43.1,sim-0002,target_waypoint,62.60314,0.19844,0.32504,-0.02416,-0.51889,-0.39747,-10.84373,26.30353,47.12519,0.45085,0.70762,0.02175,0.86256,39.36096,thruster_degradation
76.4,sim-0003,target_waypoint,52.42097,0.13479,0.36506,0.05454,-0.7032,0.00854,-1.68305,23.34308,46.77721,0.39738,0.89287,0.0094,0.97123,31.60064,hydrodynamic_drag
6.0,sim-0000,station_keeping,26.90515,-0.01875,0.61451,0.08724,-0.02066,-0.51316,0.42719,17.44247,46.97365,0.57954,0.95174,0.06084,0.95668,28.17314,nominal
38.3,sim-0001,target_waypoint,5.26266,0.02624,0.44967,0.01951,-2.24944,1.19509,0.58219,17.46002,47.08366,0.44182,0.91188,2.39151,0.81818,27.35646,sensor_drift
33.0,sim-0001,station_keeping,61.302,0.12894,0.44695,0.00152,-2.02956,-1.09832,3.86085,15.69364,47.48825,0.60739,0.98134,0.01054,0.9539,32.62077,nominal
66.5,sim-0003,target_waypoint,37.47142,0.0587,0.49929,-0.06972,0.68322,-0.07437,-1.95302,15.90215,47.66554,0.5177,1.00293,0.05609,0.92377,34.00825,nominal
83.6,sim-0004,target_waypoint,13.44309,-0.11518,0.70401,0.03015,2.16183,-1.04833,-9.68435,29.48674,48.35682,0.28205,0.37867,0.02281,0.92927,23.36537,thruster_degradation
90.9,sim-0004,station_keeping,65.50622,-0.0436,0.44405,-0.03816,2.03068,-2.14125,-1.0474,23.82859,47.39008,0.5206,0.78839,0.06906,0.94475,30.53312,hydrodynamic_drag
98.5,sim-0004,pipeline_tracking,66.51793,0.10841,0.72266,0.03053,1.32319,0.25685,-1.27757,19.86869,47.89143,0.34614,0.96977,0.01858,0.92651,34.12275,nominal
66.6,sim-0003,station_keeping,59.29991,0.23652,0.62098,0.05237,1.01167,0.95432,11.02199,20.8166,47.3672,0.56322,0.58953,0.04415,0.92044,32.77609,thruster_degradation
79.5,sim-0003,station_keeping,8.51287,0.04801,0.57811,0.02336,-0.00695,-0.16647,-1.6058,17.04038,47.88109,0.49083,1.01003,0.0181,0.98947,28.80054,nominal
37.8,sim-0001,station_keeping,48.99714,0.13141,0.54656,0.01052,0.40596,0.85541,-2.56653,12.74399,47.85475,0.46746,0.96789,2.22282,0.43155,33.53384,sensor_drift
44.2,sim-0002,pipeline_tracking,25.01267,-2.41998,0.66647,-0.31344,0.2875,-15.26844,1.74731,17.0781,47.51575,0.54113,0.87708,0.09981,0.9264,32.67348,buoyancy_imbalance
61.1,sim-0003,target_waypoint,74.72885,0.08327,0.39267,-0.01654,-0.02635,0.00409,12.4787,31.92481,48.0915,0.67262,0.48753,0.06786,0.91809,35.79453,thruster_degradation
31.9,sim-0001,pipeline_tracking,13.11676,-0.0599,0.27021,0.03614,0.66652,-1.43775,-4.2256,27.80752,47.72202,0.49625,0.83483,0.01055,0.94123,30.47551,hydrodynamic_drag
36.7,sim-0001,pipeline_tracking,67.07338,-2.24229,0.75344,0.56936,-0.89923,13.06549,-2.1734,14.94058,47.46926,0.53656,0.97749,0.00998,0.93251,24.1683,buoyancy_imbalance
16.1,sim-0000,target_waypoint,79.20785,-0.08358,0.54992,0.00889,-1.90341,0.58948,13.25892,30.49215,47.59116,0.40753,0.53602,0.05495,0.96105,30.82642,thruster_degradation
17.7,sim-0000,station_keeping,38.18677,1.09688,0.90283,-0.5593,0.4673,-8.28237,3.7541,15.40852,47.95229,0.53671,0.94515,0.06869,0.93274,34.27625,buoyancy_imbalance
79.7,sim-0003,target_waypoint,27.63608,-1.20894,0.83446,-0.24786,-1.05619,18.02026,-2.83541,16.61365,48.37335,0.49144,1.0048,0.03972,0.82102,31.73649,buoyancy_imbalance
47.6,sim-0002,target_waypoint,52.04798,-0.06913,0.27818,-0.05645,-1.59679,-0.67488,9.56742,28.37735,47.68955,0.37004,0.45981,0.0168,0.9694,30.49286,thruster_degradation
95.9,sim-0004,target_waypoint,37.40667,-0.07809,0.36529,-0.02198,5.65864,0.3637,0.98277,25.51608,47.47968,0.46781,0.77191,0.0577,0.96805,27.1714,hydrodynamic_drag
32.9,sim-0001,target_waypoint,43.35901,0.23904,0.41103,-0.02294,-2.83353,0.37538,-0.56417,25.14685,47.0172,0.63058,0.74247,0.0069,0.94322,29.38041,hydrodynamic_drag
28.7,sim-0001,target_waypoint,14.29103,1.63944,0.55967,-0.45055,-2.76488,13.99966,0.64755,16.74282,48.06812,0.20643,0.93064,0.0552,0.96107,31.35906,buoyancy_imbalance
88.5,sim-0004,station_keeping,32.77807,-0.33507,0.34662,-0.05286,0.08309,2.15796,-4.92799,18.41913,48.03753,0.3818,0.94132,0.09773,0.92207,31.19979,nominal
23.3,sim-0001,target_waypoint,10.66087,0.57785,0.69166,0.06179,-0.16153,-1.87591,-0.41506,13.65457,46.80616,0.5655,0.92474,1.26491,0.20912,28.0094,sensor_drift
21.9,sim-0001,station_keeping,72.50711,0.09809,0.27588,0.04485,-2.12293,-0.68432,-2.22971,26.0056,47.21268,0.57184,0.84305,0.0515,0.94068,33.12249,hydrodynamic_drag
6.2,sim-0000,target_waypoint,29.17879,1.427,0.6363,0.61956,-0.52611,13.42595,0.70986,18.50401,46.74843,0.57601,0.95713,0.06326,1.0,33.76578,buoyancy_imbalance
59.1,sim-0002,station_keeping,70.88933,0.04097,0.36119,0.03822,0.50015,0.85293,-6.66418,27.5486,48.07446,0.76965,0.46955,0.0977,0.96282,32.34699,thruster_degradation
75.2,sim-0003,target_waypoint,31.63375,-2.38325,0.55071,-0.47041,-1.76825,7.48892,-2.26488,11.95298,47.60877,0.67887,1.00008,0.09468,0.94132,26.23964,buoyancy_imbalance
23.9,sim-0001,target_waypoint,41.43642,0.01855,0.52203,-0.00881,3.77549,-1.02368,4.43015,25.76525,47.43302,0.57743,0.72435,0.04459,0.9539,27.74032,hydrodynamic_drag
